G4D04,C,What does an S meter measure?,Carrier suppression,Impedance,Received signal strength,Transmitter power output
E5A04,A,What is the magnitude of the impedance of a parallel RLC circuit at resonance?,Approximately equal to circuit resistance,Approximately equal to inductive reactance,Low compared to the circuit resistance,High compared to the circuit resistance
E2E11,A,What is the difference between direct FSK and audio FSK?,Direct FSK modulates the transmitter VFO,Direct FSK occupies less bandwidth,Direct FSK can transmit higher baud rates,All these choices are correct
E7C03,A,What is the purpose of adding an inductor to a Pi-network to create a Pi-L-network?,Greater harmonic suppression,Higher efficiency,To eliminate one capacitor,Greater transformation range
T3C05,A,Which of the following effects may allow radio signals to travel beyond obstructions between the transmitting and receiving stations?,Knife-edge diffraction,Faraday rotation,Quantum tunneling,Doppler shift
G3B07,A,What does LUF stand for?,The Lowest Usable Frequency for communications between two specific points,The Lowest Usable Frequency for communications to any point outside a 100-mile radius,The Lowest Usable Frequency during a 24-hour period,The Lowest Usable Frequency during the past 60 minutes
E7E11,C,Which type of detector is used for demodulating SSB signals?,Discriminator,Phase detector,Product detector,Phase comparator
E4B06,D,How much power is being absorbed by the load when a directional power meter connected between a transmitter and a terminating load reads 100 watts forward power and 25 watts reflected power?,100 watts,125 watts,112.5 watts,75 watts
E9E09,C,Which of the following is used to shunt feed a grounded tower at its base?,Double-bazooka match,Beta or hairpin match,Gamma match,All these choices are correct
T1B01,C,Which of the following frequency ranges are available for phone operation by Technician licensees?,28.050 MHz to 28.150 MHz,28.100 MHz to 28.300 MHz,28.300 MHz to 28.500 MHz,28.500 MHz to 28.600 MHz
E3B03,C,At what time of day is transequatorial propagation most likely to occur?,Morning,Noon,Afternoon or early evening,Late at night
G4E04,B,Why should DC power for a 100-watt HF transceiver not be supplied by a vehicle’s auxiliary power socket?,The socket is not wired with an RF-shielded power cable,The socket’s wiring may be inadequate for the current drawn by the transceiver,The DC polarity of the socket is reversed from the polarity of modern HF transceivers,Drawing more than 50 watts from this socket could cause the engine to overheat
T7D03,A,"When configured to measure current, how is a multimeter connected to a component?",In series,In parallel,In quadrature,In phase
T6B04,B,Which of the following components can consist of three regions of semiconductor material?,Alternator,Transistor,Triode,Pentode
E6A05,C,How does DC input impedance at the gate of a field-effect transistor (FET) compare with that of a bipolar transistor?,They are both low impedance,An FET has lower input impedance,An FET has higher input impedance,They are both high impedance
E9G09,A,What third family of circles is often added to a Smith chart during the process of designing impedance matching networks?,Constant-SWR circles,Transmission line length circles,Coaxial-length circles,Radiation-pattern circles
G3A10,C,What causes HF propagation conditions to vary periodically in a 26- to 28-day cycle?,Long term oscillations in the upper atmosphere,Cyclic variation in Earth’s radiation belts,Rotation of the Sun’s surface layers around its axis,The position of the Moon in its orbit
G1E04,D,Which of the following conditions require a licensed amateur radio operator to take specific steps to avoid harmful interference to other users or facilities?,When operating within one mile of an FCC Monitoring Station,When using a band where the Amateur Service is secondary,When a station is transmitting spread spectrum emissions,All these choices are correct
G8B12,A,What process combines two signals in a non-linear circuit to produce unwanted spurious outputs?,Intermodulation,Heterodyning,Detection,Rolloff
E9C07,A,What is the approximate feed point impedance at the center of a two-wire half-wave folded dipole antenna?,300 ohms,72 ohms,50 ohms,450 ohms
E6B09,C,What is a common use for point-contact diodes?,As a constant current source,As a constant voltage source,As an RF detector,As a high-voltage rectifier
T7B06,A,Which of the following actions should you take if a neighbor tells you that your station’s transmissions are interfering with their radio or TV reception?,Make sure that your station is functioning properly and that it does not cause interference to your own radio or television when it is tuned to the same channel,Immediately turn off your transmitter and contact the nearest FCC office for assistance,Install a harmonic doubler on the output of your transmitter and tune it until the interference is eliminated,All these choices are correct
T5B09,B,Which decibel value most closely represents a power increase from 5 watts to 10 watts?,2 dB,3 dB,5 dB,10 dB
T7A09,B,What is the function of the switch which selects either SSB or CW-FM on some VHF power amplifiers?,Change the mode of the transmitted signal,Set the amplifier for proper operation in the selected mode,Change the frequency range of the amplifier to operate in the proper segment of the band,Reduce the received signal noise
E1A09,D,"Except in some parts of Alaska, what is the maximum power permitted on the 630-meter band?",50 watts PEP (peak envelope power),100 watts PEP (peak envelope power),1 watt EIRP (equivalent isotropic radiated power),5 watts EIRP (equivalent isotropic radiated power)
G6A09,B,Which of the following describes MOSFET construction?,The gate is formed by a back-biased junction,The gate is separated from the channel by a thin insulating layer,The source is separated from the drain by a thin insulating layer,The source is formed by depositing metal on silicon
T8D05,A,Which of the following is an application of APRS?,Providing real-time tactical digital communications in conjunction with a map showing the locations of stations,Automatically showing the number of packets transmitted via PACTOR during a specific time interval,Providing voice over internet connection between repeaters,Providing information on the number of stations signed into a repeater
G4A01,B,What is the purpose of the notch filter found on many HF transceivers?,To restrict the transmitter voice bandwidth,To reduce interference from carriers in the receiver passband,To eliminate receiver interference from impulse noise sources,To remove interfering splatter generated by signals on adjacent frequencies
E0A07,B,What is meant by “100% tie-off” regarding tower safety?,All loose ropes and guys secured to a fixed structure,At least one lanyard attached to the tower at all times,All tools secured to the climber’s harness,"All circuit breakers feeding power to the tower must be tied closed with tape, cable, or ties"
G9A07,D,What must be done to prevent standing waves on a feed line connected to an antenna?,The antenna feed point must be at DC ground potential,The feed line must be an odd number of electrical quarter wavelengths long,The feed line must be an even number of physical half wavelengths long,The antenna feed point impedance must be matched to the characteristic impedance of the feed line
G4B06,C,What is an advantage of a digital multimeter as compared to an analog multimeter?,Better for measuring computer circuits,Less prone to overload,Higher precision,Faster response
E9C11,D,How is the far-field elevation pattern of a vertically polarized antenna affected by being mounted over seawater versus soil?,Radiation at low angles decreases,Additional lobes appear at higher elevation angles,Separate elevation lobes will combine into a single lobe,Radiation at low angles increases
G0A07,A,What is the effect of modulation duty cycle on RF exposure?,A lower duty cycle permits greater power levels to be transmitted,A higher duty cycle permits greater power levels to be transmitted,Low duty cycle transmitters are exempt from RF exposure evaluation requirements,High duty cycle transmitters are exempt from RF exposure requirements
E9A04,B,Which of the following factors affect the feed point impedance of an antenna?,Transmission line length,Antenna height,The settings of an antenna tuner at the transmitter,The input power level
T5A09,C,Which of the following describes alternating current?,Current that alternates between a positive direction and zero,Current that alternates between a negative direction and zero,Current that alternates between positive and negative directions,All these answers are correct
G7C03,B,What is one reason to use an impedance matching transformer at a transmitter output?,To minimize transmitter power output,To present the desired impedance to the transmitter and feed line,To reduce power supply ripple,To minimize radiation resistance
G7A04,A,What is characteristic of a half-wave rectifier in a power supply?,Only one diode is required,The ripple frequency is twice that of a full-wave rectifier,More current can be drawn from the half-wave rectifier,The output voltage is two times the peak input voltage
E7A04,A,How many flip-flops are required to divide a signal frequency by 16?,4,6,8,16
E6D05,C,How do ferrite and powdered iron compare for use in an inductor core?,Ferrite cores generally have lower initial permeability,Ferrite cores generally have better temperature stability,Ferrite cores generally require fewer turns to produce a given inductance value,Ferrite cores are easier to use with surface-mount technology
E9D11,D,Why do most two-element Yagis with normal spacing have a reflector instead of a director?,Lower SWR,Higher receiving directivity factor,Greater front-to-side,Higher gain
T8A08,B,What is the approximate bandwidth of a typical single sideband (SSB) voice signal?,1 kHz,3 kHz,6 kHz,15 kHz
E9H01,D,"When constructing a Beverage antenna, which of the following factors should be included in the design to achieve good performance at the desired frequency?",Its overall length must not exceed 1/4 wavelength,It must be mounted more than 1 wavelength above ground,It should be configured as a four-sided loop,It should be at least one wavelength long
E4D06,C,What is the term for the reduction in receiver sensitivity caused by a strong signal near the received frequency?,Reciprocal mixing,Quieting,Desensitization,Cross modulation interference
E5D12,D,What is reactive power?,Power consumed in circuit Q,Power consumed by an inductor’s wire resistance,The power consumed in inductors and capacitors,"Wattless, nonproductive power"
E9C14,B,How does the radiation pattern of a horizontally-polarized antenna mounted above a long slope compare with the same antenna mounted above flat ground?,The main lobe takeoff angle increases in the downhill direction,The main lobe takeoff angle decreases in the downhill direction,The horizontal beamwidth decreases in the downhill direction,The horizontal beamwidth increases in the uphill direction
E7G03,D,What is the typical input impedance of an op-amp?,100 ohms,"10,000 ohms",Very low,Very high
G2B08,A,What is the voluntary band plan restriction for US stations transmitting within the 48 contiguous states in the 50.1 MHz to 50.125 MHz band segment?,Only contacts with stations not within the 48 contiguous states,Only contacts with other stations within the 48 contiguous states,Only digital contacts,Only SSTV contacts
E7G12,A,What is an operational amplifier?,"A high-gain, direct-coupled differential amplifier with very high input impedance and very low output impedance",A digital audio amplifier whose characteristics are determined by components external to the amplifier,An amplifier used to increase the average output of frequency modulated amateur signals to the legal limit,A RF amplifier used in the UHF and microwave regions
E8C06,B,What is the bandwidth of an FT8 signal?,10 Hz,50 Hz,600 Hz,2.4 kHz
E5B05,D,What is the effect on the magnitude of pure reactance when it is converted to susceptance?,It is unchanged,The sign is reversed,It is shifted by 90 degrees,It is replaced by its reciprocal
E0A08,C,What does SAR measure?,Signal attenuation ratio,Signal amplification rating,The rate at which RF energy is absorbed by the body,The rate of RF energy reflected from stationary terrain
T0C08,A,Which of the following actions can reduce exposure to RF radiation?,Relocate antennas,Relocate the transmitter,Increase the duty cycle,All these choices are correct
E9C10,B,Which of the following describes a Zepp antenna?,A horizontal array capable of quickly changing the direction of maximum radiation by changing phasing lines,An end-fed half-wavelength dipole,An omni-directional antenna commonly used for satellite communications,A vertical array capable of quickly changing the direction of maximum radiation by changing phasing lines
E7E07,B,What is meant by the term “baseband” in radio communications?,The lowest frequency band that the transmitter or receiver covers,The frequency range occupied by a message signal prior to modulation,The unmodulated bandwidth of the transmitted signal,The basic oscillator frequency in an FM transmitter that is multiplied to increase the deviation and carrier frequency
T1E05,C,What is an amateur station’s control point?,The location of the station’s transmitting antenna,The location of the station’s transmitting apparatus,The location at which the control operator function is performed,The mailing address of the station licensee
T7D05,A,How does an ohmmeter measure the resistance of a circuit or component?,By applying a small current and measuring the resulting voltage,By placing a variable resistor in parallel with the circuit,By placing a variable resistor in series with the circuit,By applying a variable voltage and measuring the resulting current change
T6B03,C,Which of these components can be used as an electronic switch?,Varistor,Potentiometer,Transistor,Thermistor
E2A03,D,How is an upload signal processed by an inverting linear transponder?,The signal is detected and remodulated on the reverse sideband,The signal is passed through a nonlinear filter,"The signal is reduced to I and Q components, and the Q component is filtered out",The signal is mixed with a local oscillator signal and the difference product is transmitted
T7B03,D,Which of the following can cause radio frequency interference?,Fundamental overload,Harmonics,Spurious emissions,All these choices are correct
G6A08,D,Which of the following is characteristic of low voltage ceramic capacitors?,Tight tolerance,High stability,High capacitance for given volume,Comparatively low cost
E4B01,B,Which of the following factors most affects the accuracy of a frequency counter?,Input attenuator accuracy,Time base accuracy,Decade divider accuracy,Temperature coefficient of the logic
T9B08,D,Which of the following is a source of loss in coaxial feed line?,Water intrusion into coaxial connectors,High SWR,Multiple connectors in the line,All these choices are correct
E2A08,B,Why should effective radiated power (ERP) be limited to a satellite that uses a linear transponder?,To prevent creating errors in the satellite telemetry,To avoid reducing the downlink power to all other users,To prevent the satellite from emitting out-of-band signals,To avoid interfering with terrestrial QSOs
T2A07,A,"What does the term ""repeater offset"" mean?",The difference between a repeater’s transmit and receive frequencies,The repeater has a time delay to prevent interference,The approximately half-second delay to allow for the “squelch tail” to be removed,The fee charged by the repeater owner or club to provide for maintenance
E4C07,B,What does the MDS of a receiver represent?,The meter display sensitivity,The minimum discernible signal,The modulation distortion specification,The maximum detectable spectrum
T2A01,B,What is a common repeater frequency offset in the 2-meter band?,Plus or minus 5 MHz,Plus or minus 600 kHz,Plus or minus 500 kHz,Plus or minus 1 MHz
T3A09,B,Which of the following results from the fact that signals propagated by the ionosphere are elliptically polarized?,Digital modes are unusable,Either vertically or horizontally polarized antennas may be used for transmission or reception,FM voice is unusable,Both the transmitting and receiving antennas must be of the same polarization
T3B01,D,What is the relationship between the electric and magnetic fields of an electromagnetic wave?,They travel at different speeds,They are in parallel,They revolve in opposite directions,They are at right angles
E9D10,B,How does radiation resistance of a base-fed whip antenna change below its resonant frequency?,Radiation resistance increases,Radiation resistance decreases,Radiation resistance becomes imaginary,Radiation resistance does not depend on frequency
E1F08,A,Which of the following types of amateur station communications are prohibited?,"Communications transmitted for hire or material compensation, except as otherwise provided in the rules","Communications that have political content, except as allowed by the Fairness Doctrine",Communications that have religious content,Communications in a language other than English
E7H03,C,What is a phase-locked loop?,"An electronic servo loop consisting of a ratio detector, reactance modulator, and voltage-controlled oscillator",An electronic circuit also known as a monostable multivibrator,"An electronic servo loop consisting of a phase detector, a low-pass filter, a voltage-controlled oscillator, and a stable reference oscillator",An electronic circuit consisting of a precision push-pull amplifier with a differential phase input
E6B11,A,What is used to control the attenuation of RF signals by a PIN diode?,Forward DC bias current,A variable RF reference voltage,Reverse voltage larger than the RF signal,Capacitance of an RF coupling capacitor
G1C07,C,What must be done before using a new digital protocol on the air?,Type-certify equipment to FCC standards,Obtain an experimental license from the FCC,Publicly document the technical characteristics of the protocol,Submit a rule-making proposal to the FCC describing the codes and methods of the technique
T6A05,D,What type of electrical component consists of conductive surfaces separated by an insulator?,Resistor,Potentiometer,Oscillator,Capacitor
E4B04,A,Which S parameter represents input port return loss or reflection coefficient (equivalent to VSWR)?,S11,S12,S21,S22
T0C02,B,Which of the following bands has the lowest maximum permissible exposure for RF safety?,3.5 MHz,50 MHz,440 MHz,1296 MHz
G5A01,C,What happens when inductive and capacitive reactance are equal in a series LC circuit?,Resonance causes impedance to be very high,Impedance is equal to the geometric mean of the inductance and capacitance,Resonance causes impedance to be very low,Impedance is equal to the arithmetic mean of the inductance and capacitance
G1E02,D,When may a 10-meter repeater retransmit the 2-meter signal from a station that has a Technician class control operator?,Under no circumstances,Only if the station on 10-meters is operating under a Special Temporary Authorization allowing such retransmission,Only during an FCC-declared general state of communications emergency,Only if the 10-meter repeater control operator holds at least a General class license
T6A03,B,What electrical parameter is controlled by a potentiometer?,Inductance,Resistance,Capacitance,Field strength
T0A01,B,Which of the following is a safety hazard of a 12-volt storage battery that lacks internal protection circuitry?,Touching both terminals with your hands can cause electrical shock,"Shorting the terminals can cause burns, fire, or an explosion",RF emissions from a nearby transmitter can cause the electrolyte to emit poison gas,All these choices are correct
E1B01,D,Which of the following constitutes a spurious emission?,An amateur station transmission made without the proper call sign identification,A signal transmitted to prevent its detection by any station other than the intended recipient,Any transmitted signal that unintentionally interferes with another licensed radio station and whose levels exceed 40 dB below the fundamental power level,An emission outside the signal’s necessary bandwidth that can be reduced or eliminated without affecting the information transmitted
T3B07,A,"In addition to frequency, which of the following is used to identify amateur radio bands?",The approximate wavelength in meters,Traditional letter/number designators,Channel numbers,All these choices are correct
G9C09,B,"In free space, how does the gain of two three-element, horizontally polarized Yagi antennas spaced vertically 1/2 wavelength apart typically compare to the gain of a single three-element Yagi?",Approximately 1.5 dB higher,Approximately 3 dB higher,Approximately 6 dB higher,Approximately 9 dB higher
E6F04,B,What is the photovoltaic effect?,The conversion of voltage to current when exposed to light,The conversion of light to electrical energy,The effect that causes a photodiode to emit light when a voltage is applied,The effect that causes a phototransistor’s beta to decrease when exposed to light
E7F03,C,What type of digital signal processing filter is used to generate an SSB signal?,An adaptive filter,A notch filter,A Hilbert-transform filter,An elliptical filter
T6B05,B,"What type of transistor has a gate, drain, and source?",Varistor,Field-effect,Hall-effect,Bipolar junction
E2C11,A,How should you generally identify your station when attempting to contact a DX station during a contest or in a pileup?,Send your full call sign once or twice,Send only the last two letters of your call sign until you make contact,Send your full call sign and grid square,"Send the call sign of the DX station three times, the words “this is,” then your call sign three times"
G6B08,D,How is an LED biased when emitting light?,In the tunnel-effect region,At the Zener voltage,Reverse biased,Forward biased
G2E01,D,Which mode is normally used when sending RTTY signals via AFSK with an SSB transmitter?,USB,DSB,CW,LSB
T6B07,A,What causes a light-emitting diode (LED) to emit light?,Forward current,Reverse current,Capacitively-coupled RF signal,Inductively-coupled RF signal
E9D03,A,What is the most efficient location for a loading coil on an electrically short whip?,Near the center of the vertical radiator,As low as possible on the vertical radiator,At a voltage maximum,At a voltage null
T8A07,C,What is one characteristic of single sideband (SSB) compared to FM?,SSB signals are easier to tune in correctly,SSB signals are less susceptible to interference,SSB signals have narrower bandwidth,SSB signals are less susceptible to high SWR
T8D12,A,Which of the following best describes an amateur radio mesh network?,An amateur-radio data network using commercial Wi-Fi equipment with modified firmware,A wide-bandwidth digital voice mode employing DMR protocols,An amateur-radio satellite communications network using modified commercial satellite TV hardware,An internet linking protocol allowing communication through repeaters around the world
E4C13,D,What is reciprocal mixing?,Two out-of-band signals mixing to generate an in-band spurious signal,In-phase signals cancelling in a mixer resulting in loss of receiver sensitivity,Two digital signals combining from alternate time slots,Local oscillator phase noise mixing with adjacent strong signals to create interference to desired signals
E9E11,A,What is the purpose of using multiple driven elements connected through phasing lines?,To control the antenna’s radiation pattern,To prevent harmonic radiation from the transmitter,To allow single-band antennas to operate on other bands,To create a low-angle radiation pattern
G2E03,D,What symptoms may result from other signals interfering with a PACTOR or VARA transmission?,Frequent retries or timeouts,Long pauses in message transmission,Failure to establish a connection between stations,All these choices are correct
G8A08,D,Which of the following is an effect of overmodulation?,Insufficient audio,Insufficient bandwidth,Frequency drift,Excessive bandwidth
G7A01,B,What is the function of a power supply bleeder resistor?,It acts as a fuse for excess voltage,It discharges the filter capacitors when power is removed,It removes shock hazards from the induction coils,It eliminates ground loop current
T5C12,A,What is impedance?,The opposition to AC current flow,The inverse of resistance,The inverse of reactance,The power handling capability of a component
G8B10,B,What is the relationship between transmitted symbol rate and bandwidth?,Symbol rate and bandwidth are not related,Higher symbol rates require wider bandwidth,Lower symbol rates require wider bandwidth,Bandwidth is half the symbol rate
G9B11,C,What is the approximate length for a 1/2 wave dipole antenna cut for 3.550 MHz?,42 feet,84 feet,132 feet,263 feet
T1D03,C,When is it permissible to transmit messages encoded to obscure their meaning?,Only when using a remote station during a contest,Only when transmitting certain approved digital codes,Only when transmitting control commands to space stations or model craft,Never
T9B02,B,What is the most common impedance of coaxial cables used in amateur radio?,8 ohms,50 ohms,600 ohms,12 ohms
G7C01,B,What circuit is used to select one of the sidebands from a balanced modulator?,Carrier oscillator,Filter,IF amplifier,RF amplifier
E2E02,B,Which of the following synchronizes WSJT-X digital mode transmit/receive timing?,Alignment of frequency shifts,Synchronization of computer clocks,Sync-field transmission,Sync-pulse timing
G4E10,B,Why should a series diode be connected between a solar panel and a storage battery that is being charged by the panel?,To prevent overload by regulating the charging voltage,To prevent discharge of the battery through the panel during times of low or no illumination,To limit the current flowing from the panel to a safe value,To prevent damage to the battery due to excessive voltage at high illumination levels
E1E03,C,What is a Volunteer Examiner Coordinator?,A person who has volunteered to administer amateur operator license examinations,An organization paid by the volunteer examiner team to publicize and schedule examinations,"An organization that has entered into an agreement with the FCC to coordinate, prepare, and administer amateur operator license examinations",The person who has entered into an agreement with the FCC to be the VE session manager
E1A03,C,What is the highest legal carrier frequency on the 20-meter band for transmitting a 2.8 kHz wide USB data signal?,14.0708 MHz,14.1002 MHz,14.1472 MHz,14.3490 MHz
E7E05,D,What is added to an FM speech channel to boost the higher audio frequencies?,A de-emphasis network,A harmonic enhancer,A heterodyne enhancer,A pre-emphasis network
G4A09,C,What is the purpose of delaying RF output after activating a transmitter’s keying line to an external amplifier?,To prevent key clicks on CW,To prevent transient overmodulation,To allow time for the amplifier to switch the antenna between the transceiver and the amplifier output,To allow time for the amplifier power supply to reach operating level
G2B09,A,Who may be the control operator of an amateur station transmitting in RACES to assist relief operations during a disaster?,Only a person holding an FCC-issued amateur operator license,Only a RACES net control operator,A person holding an FCC-issued amateur operator license or an appropriate government official,Any control operator when normal communication systems are operational
G5C09,C,What is the capacitance of three 100-microfarad capacitors connected in series?,0.33 microfarads,3.0 microfarads,33.3 microfarads,300 microfarads
E1E07,B,What should a VE do if a candidate fails to comply with the examiner’s instructions during an amateur operator license examination?,Warn the candidate that continued failure to comply will result in termination of the examination,Immediately terminate the candidate’s examination,"Allow the candidate to complete the examination, but invalidate the results",Immediately terminate everyone’s examination and close the session
E2E01,B,Which of the following types of modulation is used for data emissions below 30 MHz?,DTMF tones modulating an FM signal,FSK,Pulse modulation,Spread spectrum
G6B10,A,How does a ferrite bead or core reduce common-mode RF current on the shield of a coaxial cable?,By creating an impedance in the current’s path,It converts common-mode current to differential mode current,By creating an out-of-phase current to cancel the common-mode current,Ferrites expel magnetic fields
E6C07,B,What best describes a pull-up or pull-down resistor?,A resistor in a keying circuit used to reduce key clicks,A resistor connected to the positive or negative supply used to establish a voltage when an input or output is an open circuit,A resistor that ensures that an oscillator frequency does not drift,A resistor connected to an op-amp output that prevents signals from exceeding the power supply voltage
G8C11,D,How are the two separate frequencies of a Frequency Shift Keyed (FSK) signal identified?,Dot and dash,On and off,High and low,Mark and space
T7A10,B,What can be added to the output of a transceiver to increase the transmitted output power?,A potentiometer,An RF power amplifier,An impedance multiplier,All these choices are correct
T8B12,C,Which of the following is a way to determine whether your satellite uplink power into a linear transponder satellite is neither too low nor too high?,Check your signal strength report in the telemetry data,Listen for distortion on your downlink signal,Your signal strength on the downlink should be about the same as the beacon,Compare your signal to others on the downlink using an internet SDR receiver
E1E06,C,Who is responsible for the proper conduct and necessary supervision during an amateur operator license examination session?,The VEC coordinating the session,The designated monitoring VE,Each administering VE,Only the VE session manager
G3B05,A,How does the ionosphere affect radio waves with frequencies below the MUF and above the LUF?,They are refracted back to Earth,They pass through the ionosphere,They are amplified by interaction with the ionosphere,They are refracted and trapped in the ionosphere to circle Earth
G0B09,A,Which of the following is true of an emergency generator installation?,The generator should be operated in a well-ventilated area,The generator must be insulated from ground,Fuel should be stored near the generator for rapid refueling in case of an emergency,All these choices are correct
T5B05,B,Which is equal to 500 milliwatts?,5 watts,0.5 watts,"500,000 watts","500,000,000 watts"
T7C11,C,What is an advantage of foam-dielectric versus solid-dielectric coaxial cable?,It is more resistant to moisture contamination,It has higher voltage breakdown,It has less loss per foot,It has a better impedance match to 50 ohms
T5B02,A,"Which is equal to 1,500,000 hertz?",1500 kHz,1500 MHz,15 GHz,150 kHz
E2C08,D,Which of the following contacts may be confirmed through the Logbook of The World (LoTW)?,Special event contacts between stations in the US,Contacts between a US station and a non-US station,Contacts for Worked All States credit,All these choices are correct
G3A05,D,What is the solar flux index?,A measure of the highest frequency that is useful for ionospheric propagation between two points on Earth,A count of sunspots that is adjusted for solar emissions,Another name for the American sunspot number,A measure of solar radiation with a wavelength of 10.7 centimeters
G1B09,D,On what HF frequencies are automatically controlled beacons permitted?,On any frequency if power is less than 1 watt,On any frequency if transmissions are in Morse code,21.08 MHz to 21.09 MHz,28.20 MHz to 28.30 MHz
E8B08,D,What describes orthogonal frequency-division multiplexing (OFDM)?,A frequency modulation technique that uses non-harmonically related frequencies,A bandwidth compression technique using Fourier transforms,"A digital mode for narrow-band, slow-speed transmissions",A digital modulation technique using subcarriers at frequencies chosen to avoid intersymbol interference
E1C10,A,What is the maximum mean power level for a spurious emission below 30 MHz with respect to the fundamental emission?,- 43 dB,- 53 dB,- 63 dB,- 73 dB
E3A14,B,What are circularly polarized electromagnetic waves?,Waves with an electric field bent into a circular shape,Waves with rotating electric and magnetic fields,Waves that circle Earth,Waves produced by a loop antenna
G1B01,C,What is the maximum height above ground for an antenna structure not near a public use airport without requiring notification to the FAA and registration with the FCC?,50 feet,100 feet,200 feet,250 feet
E2A01,C,What is the direction of an ascending pass for an amateur satellite?,From west to east,From east to west,From south to north,From north to south
G2A12,B,What control is typically adjusted for proper ALC setting on a single sideband transceiver?,RF clipping level,Transmit audio or microphone gain,Antenna inductance or capacitance,Attenuator level
G4A12,C,Which of the following is a common use of the dual-VFO feature on a transceiver?,To allow transmitting on two frequencies at once,"To permit full duplex operation -- that is, transmitting and receiving at the same time",To transmit on one frequency and listen on another,To improve frequency accuracy by allowing variable frequency output (VFO) operation
E9F07,A,How does parallel conductor transmission line compare to coaxial cable with a plastic dielectric?,Lower loss,Higher SWR,Smaller reflection coefficient,Lower velocity factor
G9C01,A,Which of the following would increase the bandwidth of a Yagi antenna?,Larger-diameter elements,Closer element spacing,Loading coils in series with the element,Tapered-diameter elements
T9B12,A,What is standing wave ratio (SWR)?,A measure of how well a load is matched to a transmission line,The ratio of amplifier power output to input,The transmitter efficiency ratio,An indication of the quality of your station’s ground connection
E6E09,D,Which of the following component package types have the least parasitic effects at frequencies above the HF range?,TO-220,Axial lead,Radial lead,Surface mount
T2B07,C,How can you join a digital repeater’s “talkgroup”?,Register with the local Frequency Coordinator,Register with the digital repeater control operator,Program your radio with the group’s ID or code,Program your radio with the DTMF tone used by the talkgroup
T3B11,B,What is the approximate velocity of a radio wave in free space?,"150,000,000 meters per second","300,000,000 meters per second","300,000,000 miles per hour","150,000,000 miles per hour"
G2E14,D,What could be wrong if you cannot decode an RTTY or other FSK signal even though it is apparently tuned in properly?,The mark and space frequencies may be reversed,You may have selected the wrong baud rate,You may be listening on the wrong sideband,All these choices are correct
T7B01,D,What can you do if you are told your FM handheld or mobile transceiver is over-deviating?,Talk louder into the microphone,Let the transceiver cool off,Change to a higher power level,Talk farther away from the microphone
E9A06,A,"What is the effective radiated power (ERP) of a repeater station with 200 watts transmitter power output, 4 dB feed line loss, 3.2 dB duplexer loss, 0.8 dB circulator loss, and 10 dBd antenna gain?",317 watts,"2,000 watts",126 watts,300 watts
E5A10,A,"What is the resonant frequency of an RLC circuit if R is 33 ohms, L is 50 microhenries, and C is 10 picofarads?",7.12 MHz,23.5 kHz,7.12 kHz,23.5 MHz
T9A03,B,How is the polarization of an antenna described?,By the shape of the driven element,By the orientation of the electric field,By the orientation of the magnetic field,By the direction of radiation
E1D08,D,Which VHF amateur bands have frequencies authorized for space stations?,6 meters and 2 meters,"6 meters, 2 meters, and 1.25 meters",2 meters and 1.25 meters,2 meters
E7B06,B,What is a characteristic of a grounded-grid amplifier?,High power gain,Low input impedance,High electrostatic damage protection,Low bandwidth
E4E02,D,Which of the following types of noise can often be reduced by a digital noise reduction?,Broadband white noise,Ignition noise,Power line noise,All these choices are correct
G8C02,A,Which digital mode is used as a low-power beacon for assessing HF propagation?,WSPR,MFSK16,PSK31,SSB-SC
E7D14,D,What is the purpose of connecting equal-value resistors across power supply filter capacitors connected in series?,Equalize the voltage across each capacitor,Discharge the capacitors when voltage is removed,Provide a minimum load on the supply,All these choices are correct
G5B14,B,What is the output PEP of 500 volts peak-to-peak across a 50-ohm load?,8.75 watts,625 watts,2500 watts,5000 watts
G1A03,B,On which of the following bands is image transmission prohibited?,160 meters,30 meters,20 meters,12 meters
T6A02,C,What type of component is often used as an adjustable volume control?,Fixed resistor,Power resistor,Potentiometer,Transformer
G0A02,D,Which of the following is used to determine RF exposure from a transmitted signal?,Its duty cycle,Its frequency,Its power density,All these choices are correct
G0B03,D,Which size of fuse or circuit breaker would be appropriate to use with a circuit that uses AWG number 14 wiring?,30 amperes,25 amperes,20 amperes,15 amperes
E3A07,C,Atmospheric ducts capable of propagating microwave signals often form over what geographic feature?,Mountain ranges,Stratocumulus clouds,Large bodies of water,Nimbus clouds
T8A10,B,What is the approximate bandwidth of AM fast-scan TV transmissions?,More than 10 MHz,About 6 MHz,About 3 MHz,About 1 MHz
G4B02,D,Which of the following is an advantage of an oscilloscope versus a digital voltmeter?,An oscilloscope uses less power,Complex impedances can be easily measured,Greater precision,Complex waveforms can be measured
T1F09,C,What type of amateur station simultaneously retransmits the signal of another amateur station on a different channel or channels?,Beacon station,Remote control station,Repeater station,Message forwarding station
G3A01,A,How does a higher sunspot number affect HF propagation?,Higher sunspot numbers generally indicate a greater probability of good propagation at higher frequencies,Lower sunspot numbers generally indicate greater probability of sporadic E propagation,A zero sunspot number indicates that radio propagation is not possible on any band,A zero sunspot number indicates undisturbed conditions
E4A11,D,Which of the following can be measured with an antenna analyzer?,Velocity factor,Cable length,Resonant frequency of a tuned circuit,All these choices are correct
