E2C07,A,What is the Cabrillo format?,A. A standard for submission of electronic contest logs,B. A method of exchanging information during a contest QSO,C. The most common set of contest rules,D. A digital protocol specifically designed for rapid contest exchanges
E2C08,D,Which of the following contacts may be confirmed through the Logbook of The World (LoTW)?,A. Special event contacts between stations in the US,B. Contacts between a US station and a non-US station,C. Contacts for Worked All States credit,D. All these choices are correct
E2C09,C,What type of equipment is commonly used to implement an amateur radio mesh network?,"A. A 2-meter VHF transceiver with a 1,200-baud modem",B. A computer running EchoLink to provide interface from the radio to the internet,C. A wireless router running custom firmware,"D. A 440 MHz transceiver with a 9,600-baud modem"
E2C10,D,Why do DX stations often transmit and receive on different frequencies?,A. Because the DX station may be transmitting on a frequency that is prohibited to some responding stations,B. To separate the calling stations from the DX station,C. To improve operating efficiency by reducing interference,D. All these choices are correct
E2C11,A,How should you generally identify your station when attempting to contact a DX station during a contest or in a pileup?,A. Send your full call sign once or twice,B. Send only the last two letters of your call sign until you make contact,C. Send your full call sign and grid square,"D. Send the call sign of the DX station three times, the words “this is,” then your call sign three times"
E2C12,C,What indicates the delay between a control operator action and the corresponding change in the transmitted signal?,A. Jitter,B. Hang time,C. Latency,D. Anti-VOX
E2D01,B,Which of the following digital modes is designed for meteor scatter communications?,A. WSPR,B. MSK144,C. Hellschreiber,D. APRS
E2D02,D,What information replaces signal-to-noise ratio when using the FT8 or FT4 modes in a VHF contest?,A. RST report,B. State abbreviation,C. Serial number,D. Grid square
E2D03,D,Which of the following digital modes is designed for EME communications?,A. MSK144,B. PACTOR III,C. WSPR,D. Q65
E2D04,C,What technology is used for real-time tracking of balloons carrying amateur radio transmitters?,A. FT8,B. Bandwidth compressed LORAN,C. APRS,D.  PACTOR III
E2D05,B,What is the characteristic of the JT65 mode?,A. Uses only a 65 Hz bandwidth,B. Decodes signals with a very low signal-to-noise ratio,C. Symbol rate is 65 baud,D. Permits fast-scan TV transmissions over narrow bandwidth
E2D06,A,Which of the following is a method for establishing EME contacts?,A. Time-synchronous transmissions alternating between stations,B. Storing and forwarding digital messages,C. Judging optimum transmission times by monitoring beacons reflected from the moon,D. High-speed CW identification to avoid fading
E2D07,C,What digital protocol is used by APRS?,A. PACTOR,B. QAM,C. AX.25,D. AMTOR
E2D08,C,What type of packet frame is used to transmit APRS beacon data?,A. Acknowledgement,B. Burst,C. Unnumbered Information,D. Connect
E2D09,A,What type of modulation is used by JT65?,A. Multitone AFSK,B. PSK,C. RTTY,D. QAM
E2D10,C,What does the packet path WIDE3-1 designate?,"A. Three stations are allowed on frequency, one transmitting at a time","B. Three subcarriers are permitted, subcarrier one is being used",C. Three digipeater hops are requested with one remaining,D. Three internet gateway stations may receive one transmission
E2D11,D,How do APRS stations relay data?,A. By packet ACK/NAK relay,B. By C4FM repeaters,C. By DMR repeaters,D. By packet digipeaters
E2E01,B,Which of the following types of modulation is used for data emissions below 30 MHz?,A. DTMF tones modulating an FM signal,B. FSK,C. Pulse modulation,D. Spread spectrum
E2E02,B,Which of the following synchronizes WSJT-X digital mode transmit/receive timing?,A. Alignment of frequency shifts,B. Synchronization of computer clocks,C. Sync-field transmission,D. Sync-pulse timing
E2E03,B,"To what does the ""4"" in FT4 refer?",A. Multiples of 4 bits of user information,B. Four-tone continuous-phase frequency shift keying,C. Four transmit/receive cycles per minute,D. All these choices are correct
E2E04,D,Which of the following is characteristic of the FST4 mode?,A. Four-tone Gaussian frequency shift keying,B. Variable transmit/receive periods,C. Seven different tone spacings,D. All these choices are correct
E2E05,A,Which of these digital modes does not support keyboard-to-keyboard operation?,A. WSPR,B. RTTY,C. PSK31,D. MFSK16
E2E06,C,What is the length of an FT8 transmission cycle?,A. It varies with the amount of data,B. 8 seconds,C. 15 seconds,D. 30 seconds
E2E07,C,How does Q65 differ from JT65?,A. Keyboard-to keyboard operation is supported,B. Quadrature modulation is used,C. Multiple receive cycles are averaged,D. All these choices are correct
E2E08,B,Which of the following HF digital modes can be used to transfer binary files?,A. PSK31,B. PACTOR,C. RTTY,D. AMTOR
E2E09,D,Which of the following HF digital modes uses variable-length character coding?,A. RTTY,B. PACTOR,C. MT63,D. PSK31
E2E10,C,Which of these digital modes has the narrowest bandwidth?,A. MFSK16,"B. 170 Hz shift, 45-baud RTTY",C. FT8,D. PACTOR IV
E2E11,A,What is the difference between direct FSK and audio FSK?,A. Direct FSK modulates the transmitter VFO,B. Direct FSK occupies less bandwidth,C. Direct FSK can transmit higher baud rates,D. All these choices are correct
E2E12,A,How do ALE stations establish contact?,"A. ALE constantly scans a list of frequencies, activating the radio when the designated call sign is received",B. ALE radios monitor an internet site for the frequency they are being paged on,C. ALE radios send a constant tone code to establish a frequency for future use,D. ALE radios activate when they hear their signal echoed by back scatter
E2E13,D,Which of these digital modes has the highest data throughput under clear communication conditions?,A. MFSK16,"B. 170 Hz shift, 45 baud RTTY",C. FT8,D. PACTOR IV
E3A01,D,What is the approximate maximum separation measured along the surface of the Earth between two stations communicating by EME?,"A. 2,000 miles, if the moon is at perigee","B. 2,000 miles, if the moon is at apogee","C. 5,000 miles, if the moon is at perigee","D. 12,000 miles, if the moon is “visible” by both stations"
E3A02,B,What characterizes libration fading of an EME signal?,A. A slow change in the pitch of the CW signal,"B. A fluttery, irregular fading",C. A gradual loss of signal as the sun rises,D. The returning echo is several hertz lower in frequency than the transmitted signal
E3A03,A,"When scheduling EME contacts, which of these conditions will generally result in the least path loss?",A. When the Moon is at perigee,B. When the Moon is full,C. When the Moon is at apogee,D. When the MUF is above 30 MHz
E3A04,D,In what direction does an electromagnetic wave travel?,A. It depends on the phase angle of the magnetic field,B. It travels parallel to the electric and magnetic fields,C. It depends on the phase angle of the electric field,D. It travels at a right angle to the electric and magnetic fields
E3A05,C,How are the component fields of an electromagnetic wave oriented?,A. They are parallel,B. They are tangential,C. They are at right angles,D. They are 90 degrees out of phase
E3A06,B,What should be done to continue a long-distance contact when the MUF for that path decreases due to darkness?,A. Switch to a higher frequency HF band,B. Switch to a lower frequency HF band,C. Change to an antenna with a higher takeoff angle,D. Change to an antenna with greater beam width
E3A07,C,Atmospheric ducts capable of propagating microwave signals often form over what geographic feature?,A. Mountain ranges,B. Stratocumulus clouds,C. Large bodies of water,D. Nimbus clouds
E3A08,A,"When a meteor strikes the Earth’s atmosphere, a linear ionized region is formed at what region of the ionosphere?",A. The E region,B. The F1 region,C. The F2 region,D. The D region
E3A09,C,Which of the following frequency ranges is most suited for meteor-scatter communications?,A. 1.8 MHz - 1.9 MHz,B. 10 MHz - 14 MHz,C. 28 MHz - 148 MHz,D. 220 MHz - 450 MHz
E3A10,D,What determines the speed of electromagnetic waves through a medium?,A. Resistance and reactance,B. Evanescence,C. Birefringence,D. The index of refraction
E3A11,B,What is a typical range for tropospheric duct propagation of microwave signals?,A. 10 miles to 50 miles,B. 100 miles to 300 miles,"C. 1,200 miles","D. 2,500 miles"
E3A12,C,What is most likely to result in auroral propagation?,A. Meteor showers,B. Quiet geomagnetic conditions,C. Severe geomagnetic storms,D. Extreme low-pressure areas in polar regions
E3A13,A,Which of these emission modes is best for auroral propagation?,A. CW,B. SSB,C. FM,D. RTTY
E3A14,B,What are circularly polarized electromagnetic waves?,A. Waves with an electric field bent into a circular shape,B. Waves with rotating electric and magnetic fields,C. Waves that circle Earth,D. Waves produced by a loop antenna
E3B01,A,Where is transequatorial propagation (TEP) most likely to occur?,"A. Between points separated by 2,000 miles to 3,000 miles over a path perpendicular to the geomagnetic equator","B. Between points located 1,500 miles to 2,000 miles apart on the geomagnetic equator",C. Between points located at each other’s antipode,D. Through the region where the terminator crosses the geographic equator
E3B02,C,What is the approximate maximum range for signals using transequatorial propagation?,"A. 1,000 miles","B. 2,500 miles","C. 5,000 miles","D. 7,500 miles"
E3B03,C,At what time of day is transequatorial propagation most likely to occur?,A. Morning,B. Noon,C. Afternoon or early evening,D. Late at night
E3B04,B,What are “extraordinary” and “ordinary” waves?,"A. Extraordinary waves exhibit rare long-skip propagation, compared to ordinary waves, which travel shorter distances","B. Independently propagating, elliptically polarized waves created in the ionosphere",C. Long-path and short-path waves,D. Refracted rays and reflected waves
E3B05,D,Which of the following paths is most likely to support long-distance propagation on 160 meters?,A. A path entirely in sunlight,B. Paths at high latitudes,C. A direct north-south path,D. A path entirely in darkness
E3B06,B,On which of the following amateur bands is long-path propagation most frequent?,A. 160 meters and 80 meters,B. 40 meters and 20 meters,C. 10 meters and 6 meters,D. 6 meters and 2 meters
E3B07,C,What effect does lowering a signal’s transmitted elevation angle have on ionospheric HF skip propagation?,A. Faraday rotation becomes stronger,B. The MUF decreases,C. The distance covered by each hop increases,D. The critical frequency increases
E3B08,C,How does the maximum range of ground-wave propagation change when the signal frequency is increased?,A. It stays the same,B. It increases,C. It decreases,D. It peaks at roughly 8 MHz
E3B09,A,At what time of year is sporadic-E propagation most likely to occur?,"A. Around the solstices, especially the summer solstice","B. Around the solstices, especially the winter solstice","C. Around the equinoxes, especially the spring equinox","D. Around the equinoxes, especially the fall equinox"
E3B10,A,What is the effect of chordal-hop propagation?,"A. The signal experiences less loss compared to multi-hop propagation, which uses Earth as a reflector",B. The MUF for chordal-hop propagation is much lower than for normal skip propagation,C. Atmospheric noise is reduced in the direction of chordal-hop propagation,D. Signals travel faster along ionospheric chords
E3B11,D,At what time of day is sporadic-E propagation most likely to occur?,A. Between midnight and sunrise,B. Between sunset and midnight,C. Between sunset and sunrise,D. Between sunrise and sunset
E3B12,B,What is chordal-hop propagation?,A. Propagation away from the great circle bearing between stations,B. Successive ionospheric refractions without an intermediate reflection from the ground,C. Propagation across the geomagnetic equator,D. Signals reflected back toward the transmitting station
E3B13,A,What type of polarization is supported by ground-wave propagation?,A. Vertical,B. Horizontal,C. Circular,D. Elliptical
E3C01,D,What is the cause of short-term radio blackouts?,A. Coronal mass ejections,B. Sunspots on the solar equator,C. North-oriented interplanetary magnetic field,D. Solar flares
E3C02,A,What is indicated by a rising A-index or K-index?,A. Increasing disturbance of the geomagnetic field,B. Decreasing disturbance of the geomagnetic field,C. Higher levels of solar UV radiation,D. An increase in the critical frequency
E3C03,B,Which of the following signal paths is most likely to experience high levels of absorption when the A-index or K-index is elevated?,A. Transequatorial,B. Through the auroral oval,C. Sporadic-E,D. NVIS
E3C04,C,What does the value of Bz (B sub z) represent?,A. Geomagnetic field stability,B. Critical frequency for vertical transmissions,C. North-south strength of the interplanetary magnetic field,D. Duration of long-delayed echoes
E3C05,A,What orientation of Bz (B sub z) increases the likelihood that charged particles from the Sun will cause disturbed conditions?,A. Southward,B. Northward,C. Eastward,D. Westward
E3C06,A,How does the VHF/UHF radio horizon compare to the geographic horizon?,A. It is approximately 15 percent farther,B. It is approximately 20 percent nearer,C. It is approximately 50 percent farther,D. They are approximately the same
E3C07,D,Which of the following indicates the greatest solar flare intensity?,A. Class A,B. Class Z,C. Class M,D. Class X
E3C08,D,Which of the following is the space-weather term for an extreme geomagnetic storm?,A. B9,B. X5,C. M9,D. G5
E3C09,D,What type of data is reported by amateur radio propagation reporting networks?,A. Solar flux,B. Electric field intensity,C. Magnetic declination,D. Digital-mode and CW signals
E3C10,B,What does the 304A solar parameter measure?,"A. The ratio of X-ray flux to radio flux, correlated to sunspot number","B. UV emissions at 304 angstroms, correlated to the solar flux index","C. The solar wind velocity at an angle of 304 degrees from the solar equator, correlated to geomagnetic storms","D. The solar emission at 304 GHz, correlated to X-ray flare levels"
E3C11,C,What does VOACAP software model?,A. AC voltage and impedance,B. VHF radio propagation,C. HF propagation,D. AC current and impedance
E3C12,B,Which of the following is indicated by a sudden rise in radio background noise across a large portion of the HF spectrum?,A. A temperature inversion has occurred,B. A coronal mass ejection impact or a solar flare has occurred,C. Transequatorial propagation on 6 meters is likely,D. Long-path propagation on the higher HF bands is likely
E4A01,A,Which of the following limits the highest frequency signal that can be accurately displayed on a digital oscilloscope?,A. Sampling rate of the analog-to-digital converter,B. Analog-to-digital converter reference frequency,C. Q of the circuit,D. All these choices are correct
E4A02,B,Which of the following parameters does a spectrum analyzer display on the vertical and horizontal axes?,A. Signal amplitude and time,B. Signal amplitude and frequency,C. SWR and frequency,D. SWR and time
E4A03,B,Which of the following test instruments is used to display spurious signals and/or intermodulation distortion products generated by an SSB transmitter?,A. Differential resolver,B. Spectrum analyzer,C. Logic analyzer,D. Network analyzer
E4A04,A,How is compensation of an oscilloscope probe performed?,"A. A square wave is displayed, and the probe is adjusted until the horizontal portions of the displayed wave are as nearly flat as possible","B. A high frequency sine wave is displayed, and the probe is adjusted for maximum amplitude","C. A frequency standard is displayed, and the probe is adjusted until the deflection time is accurate","D. A DC voltage standard is displayed, and the probe is adjusted until the displayed voltage is accurate"
E4A05,D,What is the purpose of using a prescaler with a frequency counter?,A. Amplify low-level signals for more accurate counting,B. Multiply a higher frequency signal so a low-frequency counter can display the operating frequency,C. Prevent oscillation in a low-frequency counter circuit,D. Reduce the signal frequency to within the counter's operating range
E4A06,A,What is the effect of aliasing on a digital oscilloscope when displaying a waveform?,"A. A false, jittery low-frequency version of the waveform is displayed",B. The waveform DC offset will be inaccurate,C. Calibration of the vertical scale is no longer valid,"D. Excessive blanking occurs, which prevents display of the waveform"
E4A07,B,Which of the following is an advantage of using an antenna analyzer compared to an SWR bridge?,A. Antenna analyzers automatically tune your antenna for resonance,B. Antenna analyzers compute SWR and impedance automatically,C. Antenna analyzers display a time-varying representation of the modulation envelope,D. All these choices are correct
E4A08,D,Which of the following is used to measure SWR?,A. Directional wattmeter,B. Vector network analyzer,C. Antenna analyzer,D. All these choices are correct
E4A09,A,Which of the following is good practice when using an oscilloscope probe?,A. Minimize the length of the probe's ground connection,B. Never use a high-impedance probe to measure a low-impedance circuit,C. Never use a DC-coupled probe to measure an AC circuit,D. All these choices are correct
E4A10,D,Which trigger mode is most effective when using an oscilloscope to measure a linear power supply’s output ripple?,A. Single-shot,B. Edge,C. Level,D. Line
E4A11,D,Which of the following can be measured with an antenna analyzer?,A. Velocity factor,B. Cable length,C. Resonant frequency of a tuned circuit,D. All these choices are correct
E4B01,B,Which of the following factors most affects the accuracy of a frequency counter?,A. Input attenuator accuracy,B. Time base accuracy,C. Decade divider accuracy,D. Temperature coefficient of the logic
E4B02,A,What is the significance of voltmeter sensitivity expressed in ohms per volt?,A. The full scale reading of the voltmeter multiplied by its ohms per volt rating is the input impedance of the voltmeter,B. The reading in volts multiplied by the ohms per volt rating will determine the power drawn by the device under test,C. The reading in ohms divided by the ohms per volt rating will determine the voltage applied to the circuit,D. The full scale reading in amps divided by ohms per volt rating will determine the size of shunt needed
E4B03,C,Which S parameter is equivalent to forward gain?,A. S11,B. S12,C. S21,D. S22
E4B04,A,Which S parameter represents input port return loss or reflection coefficient (equivalent to VSWR)?,A. S11,B. S12,C. S21,D. S22
E4B05,B,What three test loads are used to calibrate an RF vector network analyzer?,"A. 50 ohms, 75 ohms, and 90 ohms","B. Short circuit, open circuit, and 50 ohms","C. Short circuit, open circuit, and resonant circuit","D. 50 ohms through 1/8 wavelength, 1/4 wavelength, and 1/2 wavelength of coaxial cable"
E4B06,D,How much power is being absorbed by the load when a directional power meter connected between a transmitter and a terminating load reads 100 watts forward power and 25 watts reflected power?,A. 100 watts,B. 125 watts,C. 112.5 watts,D. 75 watts
E4B07,A,What do the subscripts of S parameters represent?,A. The port or ports at which measurements are made,B. The relative time between measurements,C. Relative quality of the data,D. Frequency order of the measurements
E4B08,C,Which of the following can be used to determine the Q of a series-tuned circuit?,A. The ratio of inductive reactance to capacitive reactance,B. The frequency shift,C. The bandwidth of the circuit's frequency response,D. The resonant frequency of the circuit
E4B09,B,Which of the following can be measured by a two-port vector network analyzer?,A. Phase noise,B. Filter frequency response,C. Pulse rise time,D. Forward power
E4B10,B,Which of the following methods measures intermodulation distortion in an SSB transmitter?,A. Modulate the transmitter using two RF signals having non-harmonically related frequencies and observe the RF output with a spectrum analyzer,B. Modulate the transmitter using two AF signals having non-harmonically related frequencies and observe the RF output with a spectrum analyzer,C. Modulate the transmitter using two AF signals having harmonically related frequencies and observe the RF output with a peak reading wattmeter,D. Modulate the transmitter using two RF signals having harmonically related frequencies and observe the RF output with a logic analyzer
E4B11,D,Which of the following can be measured with a vector network analyzer?,A. Input impedance,B. Output impedance,C. Reflection coefficient,D. All these choices are correct
E4C01,D,What is an effect of excessive phase noise in an SDR receiver’s master clock oscillator?,A. It limits the receiver’s ability to receive strong signals,B. It can affect the receiver’s frequency calibration,C. It decreases the receiver’s third-order intercept point,D. It can combine with strong signals on nearby frequencies to generate interference
E4C02,A,Which of the following receiver circuits can be effective in eliminating interference from strong out-of-band signals?,A. A front-end filter or preselector,B. A narrow IF filter,C. A notch filter,D. A properly adjusted product detector
E4C03,C,What is the term for the suppression in an FM receiver of one signal by another stronger signal on the same frequency?,A. Desensitization,B. Cross-modulation interference,C. Capture effect,D. Frequency discrimination
E4C04,D,What is the noise figure of a receiver?,A. The ratio of atmospheric noise to phase noise,B. The ratio of the noise bandwidth in hertz to the theoretical bandwidth of a resistive network,C. The ratio in dB of the noise generated in the receiver to atmospheric noise,D. The ratio in dB of the noise generated by the receiver to the theoretical minimum noise
E4C05,B,What does a receiver noise floor of -174 dBm represent?,A. The receiver noise is 6 dB above the theoretical minimum,B. The theoretical noise in a 1 Hz bandwidth at the input of a perfect receiver at room temperature,C. The noise figure of a 1 Hz bandwidth receiver,D. The receiver noise is 3 dB above theoretical minimum
E4C06,D,"How much does increasing a receiver’s bandwidth from 50 Hz to 1,000 Hz increase the receiver’s noise floor?",A. 3 dB,B. 5 dB,C. 10 dB,D. 13 dB
E4C07,B,What does the MDS of a receiver represent?,A. The meter display sensitivity,B. The minimum discernible signal,C. The modulation distortion specification,D. The maximum detectable spectrum
E4C08,D,An SDR receiver is overloaded when input signals exceed what level?,A. One-half of the maximum sample rate,B. One-half of the maximum sampling buffer size,C. The maximum count value of the analog-to-digital converter,D. The reference voltage of the analog-to-digital converter
E4C09,C,Which of the following choices is a good reason for selecting a high IF for a superheterodyne HF or VHF communications receiver?,A. Fewer components in the receiver,B. Reduced drift,C. Easier for front-end circuitry to eliminate image responses,D. Improved receiver noise figure
E4C10,C,What is an advantage of having a variety of receiver bandwidths from which to select?,"A. The noise figure of the RF amplifier can be adjusted to match the modulation type, thus increasing receiver sensitivity",B. Receiver power consumption can be reduced when wider bandwidth is not required,"C. Receive bandwidth can be set to match the modulation bandwidth, maximizing signal-to-noise ratio and minimizing interference",D. Multiple frequencies can be received simultaneously if desired
E4C11,D,Why does input attenuation reduce receiver overload on the lower frequency HF bands with little or no impact on signal-to-noise ratio?,A. The attenuator has a low-pass filter to increase the strength of lower frequency signals,B. The attenuator has a noise filter to suppress interference,C. Signals are attenuated separately from the noise,D. Atmospheric noise is generally greater than internally generated noise even after attenuation
E4C12,C,How does a narrow-band roofing filter affect receiver performance?,A. It improves sensitivity by reducing front-end noise,B. It improves intelligibility by using low Q circuitry to reduce ringing,C. It improves blocking dynamic range by attenuating strong signals near the receive frequency,D. All these choices are correct
E4C13,D,What is reciprocal mixing?,A. Two out-of-band signals mixing to generate an in-band spurious signal,B. In-phase signals cancelling in a mixer resulting in loss of receiver sensitivity,C. Two digital signals combining from alternate time slots,D. Local oscillator phase noise mixing with adjacent strong signals to create interference to desired signals
E4C14,C,What is the purpose of the receiver IF Shift control?,A. To permit listening on a different frequency from the transmitting frequency,B. To change frequency rapidly,C. To reduce interference from stations transmitting on adjacent frequencies,D. To tune in stations slightly off frequency without changing the transmit frequency
E4D01,A,What is meant by the blocking dynamic range of a receiver?,A. The difference in dB between the noise floor and the level of an incoming signal that will cause 1 dB of gain compression,B. The minimum difference in dB between the levels of two FM signals that will cause one signal to block the other,C. The difference in dB between the noise floor and the third-order intercept point,D. The minimum difference in dB between two signals which produce third-order intermodulation products greater than the noise floor
E4D02,A,Which of the following describes problems caused by poor dynamic range in a receiver?,A. Spurious signals caused by cross modulation and desensitization from strong adjacent signals,B. Oscillator instability requiring frequent retuning and loss of ability to recover the opposite sideband,C. Poor weak signal reception caused by insufficient local oscillator injection,D. Oscillator instability and severe audio distortion of all but the strongest received signals
E4D03,B,What creates intermodulation interference between two repeaters in close proximity?,A. The output signals cause feedback in the final amplifier of one or both transmitters,B. The output signals mix in the final amplifier of one or both transmitters,C. The input frequencies are harmonically related,D. The output frequencies are harmonically related
E4D04,B,Which of the following is used to reduce or eliminate intermodulation interference in a repeater caused by a nearby transmitter?,A. A band-pass filter in the feed line between the transmitter and receiver,B. A properly terminated circulator at the output of the repeater’s transmitter,C. Utilizing a Class C final amplifier,D. Utilizing a Class D final amplifier
E4D05,A,What transmitter frequencies would create an intermodulation-product signal in a receiver tuned to 146.70 MHz when a nearby station transmits on 146.52 MHz?,A. 146.34 MHz and 146.61 MHz,B. 146.88 MHz and 146.34 MHz,C. 146.10 MHz and 147.30 MHz,D. 146.30 MHz and 146.90 MHz
E4D06,C,What is the term for the reduction in receiver sensitivity caused by a strong signal near the received frequency?,A. Reciprocal mixing,B. Quieting,C. Desensitization,D. Cross modulation interference
E4D07,A,Which of the following reduces the likelihood of receiver desensitization?,A. Insert attenuation before the first RF stage,B. Raise the receiver’s IF frequency,C. Increase the receiver’s front-end gain,D. Switch from fast AGC to slow AGC
E4D08,C,What causes intermodulation in an electronic circuit?,A. Negative feedback,B. Lack of neutralization,C. Nonlinear circuits or devices,D. Positive feedback
E4D09,C,What is the purpose of the preselector in a communications receiver?,A. To store frequencies that are often used,B. To provide broadband attenuation before the first RF stage to prevent intermodulation,C. To increase the rejection of signals outside the band being received,D. To allow selection of the optimum RF amplifier device
E4D10,C,What does a third-order intercept level of 40 dBm mean with respect to receiver performance?,A. Signals less than 40 dBm will not generate audible third-order intermodulation products,B. The receiver can tolerate signals up to 40 dB above the noise floor without producing third-order intermodulation products,C. A pair of 40 dBm input signals will theoretically generate a third-order intermodulation product that has the same output amplitude as either of the input signals,D. A pair of 1 mW input signals will produce a third-order intermodulation product that is 40 dB stronger than the input signal
E4D11,A,"Why are odd-order intermodulation products, created within a receiver, of particular interest compared to other products?",A. Odd-order products of two signals in the band being received are also likely to be within the band,B. Odd-order products are more likely to overload the IF filters,C. Odd-order products are an indication of poor image rejection,D. Odd-order intermodulation produces three products for every input signal within the band of interest
E4D12,C,"What is the link margin in a system with a transmit power level of 10 W (+40 dBm), a system antenna gain of 10 dBi, a cable loss of 3 dB, a path loss of 136 dB, a receiver minimum discernable signal of -103 dBm, and a required signal-to-noise ratio of 6 dB?",A. -8dB,B. -14dB,C. +8dB,D. +14dB
E4D13,A,"What is the received signal level with a transmit power of 10 W (+40 dBm), a transmit antenna gain of 6 dBi, a receive antenna gain of 3 dBi, and a path loss of 100 dB?",A. -51 dBm,B. -54 dBm,C. -57 dBm,D. -60 dBm
E4D14,D,What power level does a receiver minimum discernible signal of -100 dBm represent?,A. 100 microwatts,B. 0.1 microwatt,C. 0.001 microwatts,D. 0.1 picowatts
E4E01,A,What problem can occur when using an automatic notch filter (ANF) to remove interfering carriers while receiving CW signals?,A. Removal of the CW signal as well as the interfering carrier,B. Any nearby signal passing through the DSP system will overwhelm the desired signal,C. Excessive ringing,D. All these choices are correct
E4E02,D,Which of the following types of noise can often be reduced by a digital noise reduction?,A. Broadband white noise,B. Ignition noise,C. Power line noise,D. All these choices are correct
E4E03,B,Which of the following types of noise are removed by a noise blanker?,A. Broadband white noise,B. Impulse noise,C. Hum and buzz,D. All these choices are correct
E4E04,D,How can conducted noise from an automobile battery charging system be suppressed?,A. By installing filter capacitors in series with the alternator leads,B. By installing a noise suppression resistor and a blocking capacitor at the battery,C. By installing a high-pass filter in series with the radio’s power lead and a low-pass filter in parallel with the antenna feed line,D. By installing ferrite chokes on the charging system leads
E4E05,B,What is used to suppress radio frequency interference from a line-driven AC motor?,A. A high-pass filter in series with the motor’s power leads,B. A brute-force AC-line filter in series with the motor’s power leads,C. A bypass capacitor in series with the motor’s field winding,D. A bypass choke in parallel with the motor’s field winding
E4E06,C,What type of electrical interference can be caused by computer network equipment?,A. A loud AC hum in the audio output of your station’s receiver,B. A clicking noise at intervals of a few seconds,C. The appearance of unstable modulated or unmodulated signals at specific frequencies,D. A whining-type noise that continually pulses off and on
E4E07,B,Which of the following can cause shielded cables to radiate or receive interference?,A. Low inductance ground connections at both ends of the shield,B. Common-mode currents on the shield and conductors,C. Use of braided shielding material,D. Tying all ground connections to a common point resulting in differential-mode currents in the shield
E4E08,B,What current flows equally on all conductors of an unshielded multiconductor cable?,A. Differential-mode current,B. Common-mode current,C. Reactive current only,D. Magnetically-coupled current only
E4E09,C,What undesirable effect can occur when using a noise blanker?,A. Received audio in the speech range might have an echo effect,B. The audio frequency bandwidth of the received signal might be compressed,C. Strong signals may be distorted and appear to cause spurious emissions,D. FM signals can no longer be demodulated
E4E10,D,Which of the following can create intermittent loud roaring or buzzing AC line interference?,A. Arcing contacts in a thermostatically controlled device,B. A defective doorbell or doorbell transformer inside a nearby residence,C. A malfunctioning illuminated advertising display,D. All these choices are correct
E4E11,B,What could be the cause of local AM broadcast band signals combining to generate spurious signals on the MF or HF bands?,A. One or more of the broadcast stations is transmitting an over-modulated signal,B. Nearby corroded metal connections are mixing and reradiating the broadcast signals,C. You are receiving skywave signals from a distant station,D. Your station receiver IF amplifier stage is overloaded
E4E12,A,What causes interference received as a series of carriers at regular intervals across a wide frequency range?,A. Switch-mode power supplies,B. Radar transmitters,C. Wireless security camera transmitters,D. Electric fences
E4E13,C,Where should a station AC surge protector be installed?,A. At the AC service panel,B. At an AC outlet,C. On the single point ground panel,D. On a ground rod outside the station
E4E14,D,What is the purpose of a single point ground panel?,A. Remove AC power in case of a short-circuit,B. Prevent common-mode transients in multi-wire systems,C. Eliminate air gaps between protected and non-protected circuits,D. Ensure all lightning protectors activate at the same time
E5A01,A,What can cause the voltage across reactances in a series RLC circuit to be higher than the voltage applied to the entire circuit?,A. Resonance,B. Capacitance,C. Low quality factor (Q),D. Resistance
E5A02,C,"What is the resonant frequency of an RLC circuit if R is 22 ohms, L is 50 microhenries, and C is 40 picofarads?",A. 44.72 MHz,B. 22.36 MHz,C. 3.56 MHz,D. 1.78 MHz
E5A03,D,What is the magnitude of the impedance of a series RLC circuit at resonance?,"A. High, compared to the circuit resistance",B. Approximately equal to capacitive reactance,C. Approximately equal to inductive reactance,D. Approximately equal to circuit resistance
E5A04,A,What is the magnitude of the impedance of a parallel RLC circuit at resonance?,A. Approximately equal to circuit resistance,B. Approximately equal to inductive reactance,C. Low compared to the circuit resistance,D. High compared to the circuit resistance
E5A05,A,What is the result of increasing the Q of an impedance-matching circuit?,A. Matching bandwidth is decreased,B. Matching bandwidth is increased,C. Losses increase,D. Harmonics increase
E5A06,B,What is the magnitude of the circulating current within the components of a parallel LC circuit at resonance?,A. It is at a minimum,B. It is at a maximum,"C. It equals 1 divided by the quantity 2 times pi, times the square root of (inductance L multiplied by capacitance C)","D. It equals 2 times pi, times the square root of (inductance L multiplied by capacitance C)"
E5A07,A,What is the magnitude of the current at the input of a parallel RLC circuit at resonance?,A. Minimum,B. Maximum,C. R/L,D. L/R
E5A08,C,What is the phase relationship between the current through and the voltage across a series resonant circuit at resonance?,A. The voltage leads the current by 90 degrees,B. The current leads the voltage by 90 degrees,C. The voltage and current are in phase,D. The voltage and current are 180 degrees out of phase
E5A09,C,How is the Q of an RLC parallel resonant circuit calculated?,A. Reactance of either the inductance or capacitance divided by the resistance,B. Reactance of either the inductance or capacitance multiplied by the resistance,C. Resistance divided by the reactance of either the inductance or capacitance,D. Reactance of the inductance multiplied by the reactance of the capacitance
E5A10,A,"What is the resonant frequency of an RLC circuit if R is 33 ohms, L is 50 microhenries, and C is 10 picofarads?",A. 7.12 MHz,B. 23.5 kHz,C. 7.12 kHz,D. 23.5 MHz
